0	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1188 - ReplaceConstant - 10 -> 0
1	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1188 - ReplaceConstant - 10 -> 1
2	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1188 - ReplaceConstant - 10 -> -1
3	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1188 - ReplaceConstant - 10 -> 9
4	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1188 - ReplaceConstant - 10 -> 11
5	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1189 - InsertUnaryOp Negation of value
6	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1189 - InsertUnaryOp IINC 1 value
7	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1189 - InsertUnaryOp IINC -1 value
8	ReplaceComparisonOperator	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1189 - ReplaceComparisonOperator != -> -1
9	ReplaceComparisonOperator	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1189 - ReplaceComparisonOperator != -> <
10	ReplaceComparisonOperator	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1189 - ReplaceComparisonOperator != -> >
11	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceConstant - 10 -> 0
12	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceConstant - 10 -> 1
13	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceConstant - 10 -> -1
14	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceConstant - 10 -> 9
15	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceConstant - 10 -> 11
16	ReplaceConstant	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceConstant - 1 -> 0
17	ReplaceArithmeticOperator	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceArithmeticOperator + -> %
18	ReplaceArithmeticOperator	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceArithmeticOperator + -> -
19	ReplaceArithmeticOperator	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceArithmeticOperator + -> *
20	ReplaceArithmeticOperator	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1190 - ReplaceArithmeticOperator + -> /
21	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1192 - InsertUnaryOp Negation of value
22	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1192 - InsertUnaryOp IINC 1 value
23	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;Ljava/util/Calendar;)V:1192 - InsertUnaryOp IINC -1 value
24	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;I)V:1200 - InsertUnaryOp Negation of value
25	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;I)V:1200 - InsertUnaryOp IINC 1 value
26	InsertUnaryOp	org.apache.commons.lang3.time.FastDatePrinter$TwelveHourField.appendTo(Ljava/lang/Appendable;I)V:1200 - InsertUnaryOp IINC -1 value
